Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,price_per_sqft,total_bathrooms,age_at_sale,quality_x_area,SalePrice_log,age_group
2734,905403050,50,62.0,-0.4522016793214239,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,230.0,Unf,0.0,569.0,799.0,GasA,Ex,N,FuseA,799,351,0,-0.6795866614458044,0.0,0.0,1,0,3,1,TA,6,Mod,2,TA,BuiltIn,1942.0,Unf,215.0,TA,TA,Y,264,0,0,0,0,0,0,3,2006,WD ,Family,128000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-188349.78268655692,1.0,64,-3.397933307229022,11.759793355371237,Old
2882,911175440,190,50.0,-0.1401206113695578,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,0.0,Fa,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,660.0,660.0,GasA,TA,N,SBrkr,1060,336,0,-0.1919867855406979,0.0,0.0,2,0,4,2,TA,8,Min2,0,Unknown,Unknown,1979.0,Unknown,0.0,Unknown,Unknown,Y,0,0,0,0,0,0,0,10,2006,WD ,Abnorml,115000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-598999.5596630372,2.0,55,-0.9599339277034896,11.652696102959752,Old
1557,911102180,50,52.0,-0.6184295729996073,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,Po,TA,No,Unf,0.0,Unf,0.0,356.0,356.0,GasA,TA,N,FuseA,671,378,0,-0.8797801064312342,0.0,0.0,1,0,2,1,TA,5,Typ,0,Unknown,Detchd,1910.0,Unf,195.0,Po,Fa,N,0,0,0,0,0,0,0,5,2008,WD ,Normal,80900.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-91954.79575932346,1.0,98,-3.5191204257249367,11.300981463909618,Old
2529,534129230,60,80.0,0.0338099201322782,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,288.0,TA,TA,CBlock,TA,TA,No,Rec,247.0,Unf,0.0,485.0,732.0,GasA,Gd,Y,SBrkr,1012,778,0,0.5889658612341474,1.0,0.0,1,2,4,1,TA,8,Min2,1,TA,Attchd,1972.0,RFn,484.0,TA,TA,Y,148,0,0,0,147,0,0,11,2006,WD ,Normal,165150.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,280406.7448899954,2.0,34,3.533795167404884,12.014615485902029,Old
673,535403280,20,64.0,-0.1759006064213641,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860.0,Unf,0.0,132.0,992.0,GasA,TA,Y,SBrkr,1306,0,0,-0.3703769840425661,1.0,0.0,1,0,2,1,TA,5,Typ,0,Unknown,Detchd,1968.0,Unf,756.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,153000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-413092.62344016565,1.0,52,-1.8518849202128305,11.938199736300923,Old
1912,535102010,85,68.0,-0.0096727127431807,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,87.0,TA,TA,CBlock,TA,TA,Av,GLQ,602.0,Unf,0.0,191.0,793.0,GasA,Ex,Y,SBrkr,1280,0,0,-0.4219119302764391,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Basment,1966.0,Fin,432.0,TA,TA,Y,140,40,0,0,0,0,0,6,2007,WD ,Normal,175000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-414778.5057543621,2.0,41,-2.109559651382196,12.07254696717504,Old
2385,528114010,20,120.0,0.5779640115451657,Pave,IR1,HLS,AllPub,Corner,Mod,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1505.0,Unf,0.0,363.0,1868.0,GasA,Ex,Y,SBrkr,1868,0,0,0.7435706999357665,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2005.0,Fin,1085.0,TA,TA,Y,354,56,0,0,156,0,0,6,2006,WD ,Normal,415000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,558117.7419118987,2.0,1,6.6921362994218985,12.936036208848488,New
592,534175080,20,78.0,0.0015085357105087,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1127.0,379.0,1650.0,GasA,Ex,Y,SBrkr,1680,0,0,0.3709333963985307,1.0,0.0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998.0,Fin,583.0,TA,TA,Y,78,73,0,0,0,0,0,6,2009,WD ,Normal,213250.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,574901.0525083168,2.0,11,2.5965337747897146,12.2702251546747,Recent
2293,923229040,85,72.0,-0.1240941552526029,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,144.0,TA,TA,PConc,Gd,TA,Av,GLQ,923.0,Unf,0.0,0.0,923.0,GasA,TA,Y,SBrkr,1008,0,0,-0.9610467524154186,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Fa,Attchd,1977.0,Fin,678.0,TA,TA,Y,201,66,0,0,0,0,0,7,2007,WD ,Normal,153500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-159721.6780705052,1.0,30,-4.805233762077093,11.941462360646147,Recent
889,908151050,60,75.0,-0.2705685099959349,Pave,IR1,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535.0,Unf,0.0,155.0,690.0,GasA,TA,Y,SBrkr,698,728,0,-0.1325233860400751,0.0,0.0,1,1,3,1,TA,6,Typ,0,Unknown,Attchd,1977.0,Fin,440.0,TA,TA,Y,252,0,0,0,0,0,0,7,2009,WD ,Normal,159500.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1203561.1582680745,1.5,32,-0.7951403162404509,11.979805470779858,Old
2843,909101190,75,60.0,-0.4874847299975106,Pave,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,795.0,795.0,GasA,TA,N,SBrkr,954,795,481,1.4610957205766142,1.0,0.0,1,0,5,1,TA,10,Typ,0,Unknown,Detchd,1997.0,Unf,440.0,TA,Gd,Y,0,188,0,0,0,0,0,3,2006,WD ,Normal,118500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,81103.51589643597,1.0,94,5.844382882306457,11.682676678340282,Old
1353,903401020,50,60.0,-0.1252122800979719,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,PConc,TA,TA,No,Rec,329.0,Unf,0.0,697.0,1026.0,GasA,Ex,Y,SBrkr,1133,687,0,0.6484292607347701,1.0,0.0,2,0,4,1,TA,8,Typ,0,Unknown,Detchd,1925.0,Unf,240.0,TA,TA,N,0,100,0,0,0,0,0,6,2008,WD ,Normal,184000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,283762.64172825834,2.0,83,4.539004825143391,12.122696471358964,Old
1749,528235160,60,59.0,0.2072435072583949,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1112,0,0.923943011754322,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,434.0,TA,TA,Y,100,48,0,0,0,0,0,7,2007,WD ,Normal,215000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,232698.33449118485,2.5,3,6.467601082280255,12.278397958261774,New
214,904351040,70,68.0,-0.4570468869846893,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,0.0,TA,TA,CBlock,TA,TA,No,Rec,73.0,Unf,0.0,634.0,707.0,GasW,TA,N,SBrkr,942,942,0,0.7752845130027652,0.0,0.0,1,1,4,1,TA,7,Typ,0,Unknown,Unknown,1979.0,Unknown,0.0,Unknown,Unknown,N,0,0,239,0,0,0,0,3,2010,WD ,Abnorml,93369.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,120431.91684349687,1.5,103,3.101138052011061,11.444325373477971,
2272,916475020,20,85.0,0.5476504046262742,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,316.0,1616.0,GasA,Ex,Y,SBrkr,1629,0,0,0.269845617247472,1.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,808.0,TA,TA,Y,0,252,0,0,0,0,0,11,2007,WD ,Normal,270000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1000572.1151008592,2.0,5,2.158764937979776,12.506180941677355,New
1573,916325080,20,68.0,0.6671655269868216,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165.0,LwQ,400.0,0.0,1565.0,GasA,TA,Y,SBrkr,2898,0,0,2.785147416123814,1.0,0.0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,1976.0,Fin,665.0,TA,TA,Y,0,72,174,0,0,0,0,5,2008,COD,Abnorml,287000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,103046.61015014704,2.0,32,22.28117932899051,12.567240979056246,Old
801,906201050,80,66.0,1.133920531881392,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,100.0,Gd,TA,CBlock,Gd,TA,Av,Rec,70.0,GLQ,450.0,0.0,520.0,GasA,Gd,Y,SBrkr,1338,0,0,-0.3069493579085685,0.0,0.0,1,1,2,1,Gd,5,Min2,1,Po,Attchd,1983.0,Unf,576.0,TA,TA,Y,0,0,0,0,0,0,600,9,2009,WD ,Normal,156500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-509856.0917876782,1.5,26,-1.8416961474514115,11.960817678718287,Recent
2421,528228325,120,68.0,-0.8611869005385986,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1374.0,1374.0,GasA,Ex,Y,SBrkr,1557,0,0,0.1271334584459774,0.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,420.0,TA,TA,Y,143,20,0,0,0,0,0,10,2006,WD ,Normal,234000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1840585.4985800856,2.0,3,0.8899342091218422,12.36308066783498,New
1950,535379060,30,60.0,0.0835043577042314,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,656.0,656.0,GasA,TA,Y,SBrkr,968,0,0,-1.0403312850829156,0.0,0.0,2,0,4,1,TA,5,Typ,0,Unknown,Detchd,1928.0,Unf,216.0,Fa,Fa,Y,0,0,0,0,0,0,0,8,2007,WD ,Normal,64500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-61999.48124684078,2.0,80,-4.161325140331663,11.07443600653965,Old
2227,909452102,20,68.0,0.961977777882434,Pave,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1680.0,1680.0,GasA,Gd,Y,SBrkr,1680,0,0,0.3709333963985307,0.0,0.0,2,0,4,1,Gd,7,Typ,0,Unknown,Attchd,1996.0,Unf,628.0,TA,TA,Y,152,0,0,0,0,0,0,6,2007,WD ,Normal,170000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,458303.30094449647,2.0,12,1.4837335855941227,12.04355959836804,Recent
2600,535377100,50,60.0,-0.3875989104778847,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Ex,Y,SBrkr,448,272,0,-1.531895387621397,0.0,0.0,1,0,1,1,Fa,5,Typ,0,Unknown,Attchd,1900.0,Unf,280.0,Fa,TA,Y,0,0,70,0,0,0,0,3,2006,WD ,Normal,86900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-56727.11119976102,1.0,106,-6.127581550485588,11.372524818667134,
2649,902128020,20,60.0,-0.3637455804433472,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Ex,Y,SBrkr,864,0,0,-1.2464710700184078,0.0,0.0,1,0,2,1,TA,5,Typ,0,Unknown,Detchd,1952.0,RFn,528.0,TA,TA,Y,0,0,0,0,115,0,0,8,2006,COD,Normal,105000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-84237.81548211092,1.0,56,-4.985884280073631,11.561725152903833,Old
274,908102060,30,67.0,-0.1678252603159217,Pave,Reg,Lvl,AllPub,Inside,Mod,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,0.0,0.0,0.0,GasA,TA,N,SBrkr,640,0,0,-1.6904644529563908,0.0,0.0,1,0,2,1,TA,5,Min1,0,Unknown,Detchd,1945.0,Unf,240.0,TA,TA,N,0,0,0,0,0,0,0,4,2010,ConLD,Normal,84900.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-50222.88392490096,1.0,65,-5.071393358869172,11.349241150793087,Old
72,528480090,20,84.0,0.0387793638894736,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1414.0,Unf,0.0,54.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,-0.0492746267392033,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,528.0,TA,TA,Y,0,102,0,0,216,0,0,5,2010,WD ,Normal,271500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-5509935.19315677,2.0,5,-0.2956477604352199,12.511721101590595,New
2432,528235050,60,68.0,-0.2816255223556945,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457.0,Unf,0.0,326.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,0.031992019244981,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,393.0,TA,TA,Y,100,75,0,0,0,0,0,6,2006,WD ,Normal,183200.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5726428.163134481,2.5,4,0.1919521154698865,12.118339189722551,New
1088,528235180,80,59.0,-0.0671940242327165,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0.0,201.0,856.0,GasA,Ex,Y,SBrkr,1166,0,0,-0.6478728483788055,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Unknown,Attchd,2005.0,Fin,400.0,TA,TA,Y,212,0,0,0,0,0,0,7,2008,WD ,Normal,190000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-293267.4219570144,2.0,3,-4.535109938651639,12.154784614286667,New
395,527403040,20,61.0,-0.2730532318745326,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439.0,LwQ,472.0,115.0,1026.0,GasA,Gd,Y,SBrkr,1026,0,0,-0.925368712715045,1.0,0.0,1,0,3,1,Gd,5,Typ,0,Unknown,Detchd,1969.0,RFn,440.0,TA,TA,Y,171,48,0,0,0,0,0,7,2009,WD ,Normal,156000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-168581.45067634044,1.0,40,-5.55221227629027,11.95761769646754,Old
584,534128020,60,68.0,0.3235284911767654,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,Mn,GLQ,560.0,LwQ,42.0,150.0,752.0,GasA,TA,Y,SBrkr,1285,782,0,1.138011249956564,0.0,0.0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1974.0,RFn,784.0,TA,TA,Y,297,40,0,0,0,0,0,6,2009,WD ,Normal,206000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,181017.5426717993,2.5,35,7.9660787496959475,12.235636302128867,Old
1859,533254100,80,80.0,-0.065578955011628,Pave,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,528.0,528.0,GasA,Ex,Y,SBrkr,1094,761,0,0.71780322681883,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,RFn,512.0,TA,TA,Y,113,100,0,0,0,0,0,8,2007,WD ,Normal,187000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,260517.07907297811,2.5,31,4.30681936091298,12.138869243416009,Old
1869,534151090,20,80.0,-0.0721634679899118,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,112.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1594.0,1594.0,GasA,Ex,Y,SBrkr,1594,0,0,0.2004716511634121,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,1993.0,RFn,472.0,TA,TA,Y,190,80,0,0,0,0,0,7,2007,WD ,Normal,188500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,940282.5731521829,2.0,14,1.4033015581438852,12.14685859089592,Recent
501,528363050,20,68.0,0.0772925530077373,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,Wd Sdng,Wd Sdng,634.0,Gd,TA,PConc,Gd,TA,Av,BLQ,236.0,GLQ,1526.0,262.0,2024.0,GasA,Ex,Y,SBrkr,2063,0,0,1.1300827966898144,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,1994.0,Fin,815.0,TA,TA,Y,182,56,0,0,0,0,0,6,2009,WD ,Normal,315000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,278740.6382281752,2.0,15,9.040662373518517,12.660331092405906,Recent
1964,535453080,20,68.0,-0.3264747522643823,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1959,2003,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,574.0,Unf,0.0,466.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,0,-0.897619126281421,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Unknown,Attchd,1959.0,RFn,286.0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD ,Normal,152000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-169336.8551867789,1.0,48,-4.488095631407106,11.93164237875414,Old
2168,908102100,20,70.0,-0.1190004754014777,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,GLQ,96.0,420.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,0,-0.5527314091778092,1.0,0.0,1,0,2,1,TA,6,Typ,0,Unknown,Detchd,1965.0,Unf,461.0,Fa,Fa,Y,0,0,184,0,0,0,400,4,2007,WD ,Normal,140000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-253287.5781534665,1.0,42,-2.7636570458890457,11.849404844423074,Old
2911,923225260,160,42.0,-0.7657735804004485,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837.0,Unf,0.0,105.0,942.0,GasA,Gd,Y,SBrkr,1291,1230,0,2.0378906957326546,1.0,0.0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973.0,Fin,576.0,TA,TA,Y,728,20,0,0,0,0,0,6,2006,WD ,Normal,151400.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74292.5026926281,2.5,33,12.227344174395927,11.927687224983488,Old
